Reservoir,Site,DateTime,StartDepth_m,EndDepth_m,CollectionMethod,DayorNight,Taxon,Density_IndPerL,MeanLength_mm,MeanWeight_ug,Biomass_ugL
GWR,50,2016-04-30 12:00:00,5.0,5.0,Schindler,Day,Keratella,292,NA,NA,NA
GWR,50,2016-04-30 12:00:00,5.0,5.0,Schindler,Day,Lecane,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,5.0,5.0,Schindler,Day,Leptodora,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,5.0,5.0,Schindler,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,5.0,5.0,Schindler,Day,Nauplii,32,NA,NA,NA
GWR,50,2016-04-30 12:00:00,5.0,5.0,Schindler,Day,Polyarthra,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,5.0,5.0,Schindler,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,5.0,5.0,Schindler,Day,Total Rotifers,346,NA,NA,NA
GWR,50,2016-04-30 12:00:00,5.0,5.0,Schindler,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Ascomorpha,8,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Asplanchna,52,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Bipalpus,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Bosmina,2.8,0.25,0.55,1.54
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Ceriodaphnia,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Chydorus,0.4,0.3,0.7,0.28
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Conochilus,6,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Cyclopoids,34,0.43,0.62,21.09
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,D. catawba,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Diaphanosoma,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Finilia,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Kellicottia,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Keratella,262,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Lecane,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Leptodora,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Nauplii,52,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Polyarthra,4,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Total Rotifers,332,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,6.0,Schindler,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Ascomorpha,1.18,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Asplanchna,24.76,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Bipalpus,1.18,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Bosmina,0.34,0.23,0.42,0.14
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Chydorus,0.17,0.23,0.36,0.06
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Conochilus,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Cyclopoids,15.46,0.41,0.78,12.08
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Kellicottia,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Keratella,142.65,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Nauplii,12.97,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Polyarthra,36.55,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Total Rotifers,206.31,NA,NA,NA
GWR,50,2016-04-30 12:00:00,6.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Ascomorpha,4,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Asplanchna,46,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Bipalpus,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Bosmina,1.2,0.23,0.44,0.53
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Ceriodaphnia,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Chydorus,0.4,0.24,0.4,0.16
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Conochilus,6,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Cyclopoids,37.6,0.49,1.17,43.9
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,D. catawba,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Diaphanosoma,0.4,0.53,0.54,0.22
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Finilia,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Kellicottia,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Keratella,228,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Lecane,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Leptodora,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Nauplii,38,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Polyarthra,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Total Rotifers,284,NA,NA,NA
GWR,50,2016-04-30 12:00:00,7.0,7.0,Schindler,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Ascomorpha,0.54,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Asplanchna,11.43,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Bipalpus,0.54,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Bosmina,0.16,0.23,0.39,0.06
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Chydorus,0.08,0.16,0.14,0.01
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Conochilus,1.63,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Cyclopoids,13.14,0.5,1.28,16.76
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Kellicottia,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Keratella,65.84,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Nauplii,5.99,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Polyarthra,47.88,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Total Rotifers,127.87,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Ascomorpha,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Asplanchna,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Bipalpus,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Bosmina,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Chydorus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Conochilus,3.03,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Cyclopoids,11.15,0.6,1.77,19.73
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,D. catawba,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Diaphanosoma,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Finilia,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Kellicottia,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Keratella,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Lecane,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Leptodora,0,NA,NA,0
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Nauplii,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Polyarthra,57.6,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Total Rotifers,60.63,NA,NA,NA
GWR,50,2016-04-30 12:00:00,13.0,6.0,Tow,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Ascomorpha,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Asplanchna,8.25,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Bosmina,3.11,0.2,0.29,0.91
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Chydorus,0.21,0.21,0.29,0.06
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Conochilus,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Cyclopoids,6,0.52,1.36,8.15
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Kellicottia,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Keratella,142.65,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Nauplii,3.54,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Polyarthra,1.18,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Total Rotifers,152.08,NA,NA,NA
GWR,50,2016-05-13 14:00:00,6.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Ascomorpha,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Asplanchna,3.81,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Bosmina,1.43,0.23,0.41,0.58
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Chydorus,0.1,0.3,0.75,0.07
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Conochilus,0.54,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Cyclopoids,5.99,0.63,2.26,13.51
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Diaphanosoma,0.05,0.71,1.3,0.06
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Kellicottia,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Keratella,65.84,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Nauplii,1.63,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Polyarthra,0.54,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Total Rotifers,71.28,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Ascomorpha,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Asplanchna,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Bipalpus,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Bosmina,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Chydorus,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Conochilus,1.01,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Cyclopoids,5.97,0.74,3.15,18.84
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,D. catawba,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Diaphanosoma,0.09,0.71,1.3,0.12
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Finilia,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Kellicottia,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Keratella,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Lecane,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Leptodora,0,NA,NA,0
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Nauplii,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Polyarthra,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Total Rotifers,2.02,NA,NA,NA
GWR,50,2016-05-13 14:00:00,13.0,6.0,Tow,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Ascomorpha,3.54,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Asplanchna,14.15,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Bosmina,7.72,0.21,0.32,2.43
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Conochilus,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Cyclopoids,2.68,0.49,1.24,3.32
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Kellicottia,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Keratella,124.97,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Nauplii,5.89,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Polyarthra,4.72,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Total Rotifers,147.37,NA,NA,NA
GWR,50,2016-05-25 13:00:00,6.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Ascomorpha,3.81,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Asplanchna,15.78,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Bosmina,5.39,0.22,0.34,1.85
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Ceriodaphnia,0.05,0.55,1.81,0.09
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Chydorus,0.2,0.23,0.37,0.07
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Conochilus,2.18,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Cyclopoids,2.47,0.53,1.44,3.56
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,D. catawba,0.05,0.53,1.11,0.06
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Diaphanosoma,0.05,0.36,0.16,0.01
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Kellicottia,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Keratella,117.53,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Nauplii,2.72,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Polyarthra,8.16,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Total Rotifers,147.46,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Ascomorpha,4.04,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Asplanchna,17.18,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Bipalpus,0,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Bosmina,3.4,0.22,0.37,1.26
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Ceriodaphnia,0.09,0.55,1.81,0.17
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Chaoborus,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Chydorus,0.37,0.23,0.37,0.14
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Conochilus,4.04,NA,NA,NA
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Cyclopoids,2.3,0.58,1.64,3.77
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,D. ambigua,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,D. catawba,0.09,0.53,1.11,0.1
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Diaphanosoma,0.09,0.36,0.16,0.01
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Diaptomus,0,NA,NA,0
GWR,50,2016-05-25 13:00:00,13.0,6.0,Tow,Day,Finilia,0,NA,NA,NA
